Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2013","2013","tonnes","140","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2014","2014","tonnes","138.31","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2015","2015","tonnes","151.78","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2016","2016","tonnes","138","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2017","2017","tonnes","113","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2018","2018","tonnes","119","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2019","2019","tonnes","120","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1316","Mineral Oils","2020","2020","tonnes","359","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1990","1990","tonnes","4357","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1991","1991","tonnes","3551","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1992","1992","tonnes","3184","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1993","1993","tonnes","2768","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1994","1994","tonnes","3040","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1995","1995","tonnes","2821","A","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1321","Herbicides – Phenoxy hormone products","1996","1996","tonnes","2677","A","Official figure"
