"smu","erodi","erodi_c","erodi_p","txerod","txerod_c","txerod_p","crusting","crusting_c","crusting_p","physchim","physchim_c","physchim_p","txcrust","txcrust_c","txcrust_p","eawc_sub","eawc_sub_c","eawc_sub_p","awc_sub","awc_sub_c","awc_sub_p","eawc_top","eawc_top_c","eawc_top_p","awc_top","awc_top_c","awc_top_p","pd_sub","pd_sub_c","pd_sub_p","pd_top","pd_top_c","pd_top_p","str_sub","str_sub_c","str_sub_p","str_top","str_top_c","str_top_p","td","td_c","td_p","vs","vs_c","vs_p","dr","dr_c","dr_p","bs_sub","bs_sub_c","bs_sub_p","bs_top","bs_top_c","bs_top_p","cec_sub","cec_sub_c","cec_sub_p","cec_top","cec_top_c","cec_top_p","min_sub","min_sub_c","min_sub_p","min_top","min_top_c","min_top_p","min","min_c","min_p","diff","diff_c","diff_p","atc","atc_c","atc_p","hg","hg_c","hg_p","dimp","dimp_c","dimp_p","dgh","dgh_c","dgh_p","pmh","pmh_c","pmh_p","peat","peat_c","peat_p","oc_top","oc_top_c","oc_top_p","alt","alt_c","alt_p","use","use_c","use_p","agli2nni","agli2nni_c","agli2nni_p","agli1nni","agli1nni_c","agli1nni_p","text","text_c","text_p"
"470018","5","v","75.000000","5","v","75.000000","4","v","60.000000","4","h","60.000000","3","v","85.000000","L ","m","70.000000","L ","m","70.000000","M ","v","75.000000","M ","v","75.000000","M","m","85.000000","L","v","75.000000","N","m","85.000000","H","m","75.000000","1","v","60.000000","15","m","60.000000","D","m","60.000000","L","m","100.000000","L","m","75.000000","L","m","85.000000","L","v","75.000000","M ","m","85.000000","KQ","m","60.000000","C ","h","60.000000","H","h","40.000000","M","m","60.000000","1L","v","40.000000","D","v","100.000000","V","h","80.000000","L","m","100.000000","N","h","85.000000","M","v","70.000000","L","m","70.000000","SN","m","75.000000","1","m","100.000000","3","m","60.000000","1","v","75.000000"
"470019","5","v","55.000000","5","v","55.000000","1","v","45.000000","1","h","45.000000","3","v","55.000000","# ","m","45.000000","# ","m","45.000000","M ","v","55.000000","M ","v","55.000000","M","m","55.000000","L","v","85.000000","N","m","55.000000","H","h","85.000000","0","v","60.000000","00","m","60.000000","S","h","60.000000","L","h","100.000000","L","h","85.000000","L","m","55.000000","L","v","55.000000","M ","m","55.000000","NA","h","45.000000","ND","h","60.000000","O","h","60.000000","M","h","60.000000","4W","v","45.000000","D","v","100.000000","V","h","100.000000","L","h","100.000000","N","h","55.000000","H","v","45.000000","U","m","60.000000","SN","h","85.000000","1","h","100.000000","1","h","45.000000","1","v","55.000000"
"470020","5","v","90.000000","5","v","90.000000","3","v","50.000000","3","h","50.000000","3","v","90.000000","VL","l","50.000000","VL","l","50.000000","M ","v","90.000000","M ","v","90.000000","M","l","90.000000","L","v","50.000000","N","m","90.000000","H","m","50.000000","0","v","60.000000","00","l","60.000000","S","l","60.000000","L","l","100.000000","H","v","50.000000","L","l","90.000000","L","v","90.000000","M ","l","90.000000","M ","l","50.000000","ND","h","60.000000","O","h","60.000000","M","l","60.000000","4D","v","50.000000","D","v","100.000000","V","h","100.000000","L","l","100.000000","N","h","90.000000","V","v","50.000000","U","l","60.000000","# ","v","50.000000","1","l","100.000000","4","l","50.000000","1","v","90.000000"
"470021","4","h","95.000000","2","h","50.000000","3","m","50.000000","5","h","50.000000","4","h","50.000000","VH","m","50.000000","VH","m","50.000000","VH","m","50.000000","VH","m","50.000000","M","m","100.000000","M","m","80.000000","N","m","100.000000","N","m","80.000000","3","m","50.000000","00","m","95.000000","V","m","80.000000","H","l","70.000000","H","m","80.000000","L","l","100.000000","L","m","70.000000","M ","h","100.000000","M ","h","100.000000","MC","h","50.000000","H","h","50.000000","M","h","100.000000","2 ","m","80.000000","D","m","100.000000","M","m","50.000000","L","h","95.000000","N","h","100.000000","L","m","70.000000","L","h","95.000000","C ","h","80.000000","1","h","100.000000","1","h","95.000000","3","h","50.000000"
"470022","4","h","90.000000","2","h","60.000000","5","h","60.000000","5","h","60.000000","4","h","60.000000","VH","m","60.000000","VH","m","60.000000","VH","m","60.000000","VH","m","60.000000","M","m","100.000000","M","m","60.000000","N","m","100.000000","N","m","60.000000","3","m","60.000000","00","m","90.000000","V","m","60.000000","H","l","100.000000","H","m","60.000000","L","l","100.000000","L","m","100.000000","M ","h","100.000000","M ","h","100.000000","MC","h","60.000000","H","h","60.000000","M","h","100.000000","2 ","m","60.000000","D","m","100.000000","M","m","60.000000","L","h","90.000000","N","h","100.000000","L","m","100.000000","L","h","90.000000","C ","h","60.000000","1","h","100.000000","1","h","90.000000","3","h","60.000000"
"470023","4","l","60.000000","4","l","60.000000","3","l","60.000000","3","h","60.000000","3","l","60.000000","H ","l","60.000000","H ","l","60.000000","H ","l","60.000000","H ","l","60.000000","M","l","100.000000","L","l","100.000000","N","m","100.000000","G","l","100.000000","2","l","60.000000","00","l","100.000000","D","l","100.000000","H","l","100.000000","M","l","60.000000","L","l","60.000000","L","l","100.000000","M ","l","60.000000","M ","l","60.000000","ND","h","100.000000","O","h","100.000000","M","l","100.000000","1L","l","100.000000","D","l","100.000000","V","h","100.000000","L","l","100.000000","N","h","100.000000","L","l","100.000000","L","l","100.000000","MG","l","60.000000","1","l","100.000000","1","l","100.000000","2","l","60.000000"
"470024","5","v","60.000000","5","v","60.000000","4","v","60.000000","4","h","60.000000","4","v","60.000000","VH","l","60.000000","VH","l","60.000000","M ","v","80.000000","M ","v","80.000000","M","l","80.000000","L","v","80.000000","N","m","80.000000","G","l","60.000000","1","v","60.000000","00","l","100.000000","D","l","60.000000","H","l","80.000000","L","l","80.000000","M","l","100.000000","L","v","80.000000","MS","l","60.000000","MS","l","60.000000","ND","h","100.000000","O","h","100.000000","M","l","80.000000","1L","v","60.000000","D","v","100.000000","V","h","100.000000","L","l","80.000000","N","h","80.000000","L","v","60.000000","L","l","80.000000","SN","l","80.000000","1","l","100.000000","1","l","100.000000","1","v","80.000000"
"470025","5","m","70.000000","5","m","70.000000","3","m","50.000000","3","h","80.000000","3","m","70.000000","L ","m","70.000000","L ","m","70.000000","M ","v","100.000000","M ","v","100.000000","M","m","100.000000","L","m","70.000000","N","m","100.000000","G","m","50.000000","0","m","80.000000","15","m","70.000000","S","m","80.000000","L","m","70.000000","L","m","70.000000","L","m","70.000000","L","v","100.000000","M ","m","70.000000","M ","m","50.000000","ND","h","80.000000","O","h","80.000000","L","l","50.000000","4D","m","50.000000","D","v","100.000000","V","h","100.000000","L","m","70.000000","N","h","100.000000","M","m","70.000000","U","m","80.000000","SN","m","70.000000","1","m","100.000000","3","m","70.000000","1","v","100.000000"
"470026","5","v","50.000000","5","v","50.000000","2","v","40.000000","3","h","70.000000","3","v","50.000000","# ","v","50.000000","# ","v","50.000000","M ","v","90.000000","M ","v","90.000000","M","v","90.000000","M","v","60.000000","N","m","90.000000","N","v","60.000000","0","v","80.000000","00","l","70.000000","S","l","80.000000","L","m","60.000000","H","v","60.000000","L","m","50.000000","L","v","90.000000","M ","m","50.000000","NA","l","50.000000","ND","h","80.000000","O","h","80.000000","L","l","60.000000","1C","v","40.000000","D","v","100.000000","V","h","100.000000","L","m","60.000000","N","h","90.000000","V","v","60.000000","U","l","80.000000","# ","v","60.000000","1","l","100.000000","1","l","50.000000","1","v","90.000000"
"470027","5","v","60.000000","5","v","60.000000","4","v","50.000000","3","h","50.000000","3","v","80.000000","L ","m","70.000000","L ","m","70.000000","M ","v","80.000000","M ","v","80.000000","M","m","100.000000","L","v","60.000000","N","m","100.000000","H","m","50.000000","1","v","50.000000","15","m","60.000000","D","m","50.000000","L","m","80.000000","L","m","60.000000","L","m","80.000000","L","v","90.000000","M ","m","80.000000","KQ","m","60.000000","C ","h","60.000000","H","h","40.000000","L","m","60.000000","1L","v","50.000000","D","v","100.000000","V","h","90.000000","L","m","80.000000","N","h","100.000000","M","v","70.000000","L","m","70.000000","SN","m","60.000000","1","m","100.000000","3","m","60.000000","1","v","80.000000"
"470028","3","v","50.000000","3","v","50.000000","2","v","100.000000","3","h","100.000000","2","v","100.000000","# ","v","50.000000","# ","v","50.000000","M ","v","100.000000","M ","v","100.000000","M","v","100.000000","M","v","100.000000","N","m","100.000000","N","v","100.000000","0","v","90.000000","00","l","90.000000","S","l","90.000000","H","l","100.000000","H","v","100.000000","L","l","50.000000","L","v","100.000000","M ","l","50.000000","M ","l","50.000000","ND","h","100.000000","O","h","100.000000","L","l","100.000000","1C","v","50.000000","D","v","100.000000","V","h","100.000000","#","v","50.000000","N","h","100.000000","V","v","100.000000","L","l","50.000000","# ","v","100.000000","1","l","100.000000","1","l","50.000000","1","v","100.000000"
"470029","4","v","50.000000","4","v","50.000000","2","v","50.000000","3","h","70.000000","2","v","50.000000","# ","v","50.000000","# ","v","50.000000","M ","v","100.000000","M ","v","100.000000","M","v","100.000000","L","v","50.000000","N","m","100.000000","N","v","50.000000","0","v","70.000000","00","l","50.000000","S","l","70.000000","H","l","50.000000","H","v","50.000000","L","m","50.000000","L","v","100.000000","M ","m","50.000000","NA","l","50.000000","ND","h","70.000000","O","h","70.000000","L","l","80.000000","1C","v","50.000000","D","v","100.000000","V","h","100.000000","#","v","50.000000","N","h","100.000000","M","v","50.000000","U","l","70.000000","# ","v","50.000000","1","l","100.000000","1","l","50.000000","1","v","100.000000"
"470030","4","m","60.000000","4","m","60.000000","3","m","80.000000","3","h","60.000000","3","m","60.000000","H ","m","60.000000","H ","m","60.000000","H ","m","60.000000","H ","m","60.000000","M","m","80.000000","M","m","70.000000","N","m","80.000000","N","m","70.000000","2","l","60.000000","00","m","90.000000","M","l","60.000000","L","m","60.000000","H","m","70.000000","L","l","80.000000","L","l","80.000000","M ","m","80.000000","KQ","m","60.000000","C ","m","60.000000","L","m","60.000000","M","m","100.000000","1L","l","60.000000","D","m","100.000000","V","h","100.000000","L","m","80.000000","N","h","80.000000","L","m","70.000000","L","l","90.000000","C ","m","90.000000","1","m","100.000000","1","m","90.000000","2","m","60.000000"
"470031","5","v","55.000000","5","v","55.000000","2","v","45.000000","4","h","55.000000","2","v","60.000000","L ","m","55.000000","L ","m","55.000000","M ","v","100.000000","M ","v","100.000000","M","m","100.000000","L","v","55.000000","N","m","100.000000","N","v","45.000000","1","v","55.000000","15","m","55.000000","D","m","55.000000","H","l","60.000000","L","m","55.000000","L","m","55.000000","L","v","100.000000","M ","m","55.000000","NA","l","45.000000","ND","h","60.000000","O","h","60.000000","L","l","85.000000","1C","v","45.000000","D","v","100.000000","V","h","100.000000","#","v","45.000000","N","h","100.000000","V","v","45.000000","U","l","60.000000","SN","m","55.000000","1","m","100.000000","1","l","45.000000","1","v","100.000000"
"470032","5","v","80.000000","5","v","80.000000","3","v","42.000000","3","h","42.000000","3","v","80.000000","L ","m","65.000000","L ","m","65.000000","M ","v","80.000000","M ","v","80.000000","M","l","80.000000","L","v","58.000000","N","m","80.000000","H","m","58.000000","1","v","65.000000","15","m","65.000000","D","m","38.000000","L","l","100.000000","L","m","58.000000","L","l","80.000000","L","v","80.000000","M ","l","80.000000","M ","l","42.000000","ND","h","62.000000","O","h","62.000000","L","m","60.000000","4D","v","42.000000","D","v","100.000000","V","h","95.000000","L","l","100.000000","N","h","80.000000","V","v","42.000000","U","l","62.000000","SN","m","58.000000","1","l","100.000000","3","m","65.000000","1","v","80.000000"
"470033","5","v","60.000000","5","v","60.000000","3","m","55.000000","4","h","60.000000","3","v","75.000000","L ","m","90.000000","L ","m","90.000000","M ","v","60.000000","M ","v","60.000000","M","m","100.000000","L","v","70.000000","N","m","100.000000","H","m","45.000000","1","v","60.000000","15","m","60.000000","D","m","60.000000","L","m","65.000000","L","m","70.000000","L","m","90.000000","L","v","60.000000","M ","m","90.000000","M ","m","55.000000","ND","h","65.000000","O","h","65.000000","M","m","55.000000","2 ","m","40.000000","D","v","100.000000","V","h","90.000000","L","m","75.000000","N","h","100.000000","M","l","75.000000","L","m","75.000000","SN","m","60.000000","1","m","100.000000","1","m","40.000000","1","v","60.000000"
"470034","5","v","75.000000","5","v","75.000000","3","v","40.000000","3","h","40.000000","3","v","90.000000","L ","m","80.000000","L ","m","80.000000","M ","v","75.000000","M ","v","75.000000","M","l","90.000000","L","v","60.000000","N","m","90.000000","H","m","60.000000","1","v","75.000000","15","m","75.000000","D","m","40.000000","L","m","90.000000","L","m","60.000000","L","m","80.000000","L","v","75.000000","M ","m","80.000000","KQ","m","40.000000","ND","h","60.000000","O","h","60.000000","L","l","85.000000","1L","v","40.000000","D","v","100.000000","V","h","90.000000","L","l","100.000000","N","h","90.000000","M","v","55.000000","L","m","55.000000","SN","m","50.000000","1","l","100.000000","3","m","75.000000","1","v","75.000000"
"470035","5","v","90.000000","5","v","90.000000","4","v","80.000000","4","h","80.000000","3","v","90.000000","L ","m","90.000000","L ","m","90.000000","M ","v","90.000000","M ","v","90.000000","M","m","90.000000","L","v","90.000000","N","m","90.000000","H","m","90.000000","1","v","90.000000","15","m","90.000000","D","m","80.000000","L","m","100.000000","L","m","90.000000","L","m","90.000000","L","v","90.000000","M ","m","90.000000","KQ","m","80.000000","C ","h","80.000000","H","h","70.000000","L","m","80.000000","1L","v","70.000000","D","v","100.000000","V","h","90.000000","L","m","100.000000","N","h","90.000000","M","v","80.000000","L","m","80.000000","SN","m","90.000000","1","m","100.000000","3","m","90.000000","1","v","90.000000"
"470036","5","v","90.000000","5","v","90.000000","3","v","48.000000","3","h","48.000000","3","v","90.000000","L ","m","57.000000","L ","m","57.000000","M ","v","90.000000","M ","v","90.000000","M","l","90.000000","L","v","52.000000","N","m","90.000000","H","m","52.000000","1","v","57.000000","15","m","57.000000","S","l","43.000000","L","l","100.000000","L","m","52.000000","L","l","90.000000","L","v","90.000000","M ","l","90.000000","M ","l","48.000000","ND","h","58.000000","O","h","58.000000","L","m","52.000000","4D","v","48.000000","D","v","100.000000","V","h","95.000000","L","l","100.000000","N","h","90.000000","V","v","48.000000","U","l","58.000000","SN","m","52.000000","1","l","100.000000","3","m","57.000000","1","v","90.000000"
"470038","4","l","60.000000","4","v","100.000000","3","l","60.000000","3","h","60.000000","3","l","60.000000","H ","m","100.000000","H ","m","100.000000","H ","v","100.000000","H ","v","100.000000","M","m","100.000000","L","v","70.000000","N","m","100.000000","H","m","40.000000","2","l","100.000000","00","m","100.000000","D","m","70.000000","H","m","70.000000","H","m","70.000000","L","l","100.000000","L","l","60.000000","M ","m","100.000000","M ","m","70.000000","ND","m","70.000000","O","m","70.000000","M","m","100.000000","1L","l","100.000000","D","v","100.000000","V","h","100.000000","L","m","100.000000","N","h","100.000000","L","l","60.000000","L","l","100.000000","C ","m","70.000000","1","m","100.000000","1","m","100.000000","2","v","100.000000"
"470039","4","m","75.000000","4","m","50.000000","3","m","75.000000","3","h","50.000000","3","m","50.000000","L ","m","75.000000","L ","m","75.000000","H ","m","50.000000","H ","m","50.000000","M","m","100.000000","M","m","75.000000","N","m","100.000000","N","m","75.000000","2","m","50.000000","00","m","75.000000","V","m","75.000000","H","l","50.000000","H","m","75.000000","L","m","100.000000","L","v","50.000000","M ","m","100.000000","M ","m","100.000000","ND","h","75.000000","O","h","75.000000","M","m","100.000000","2 ","m","75.000000","D","m","100.000000","V","h","75.000000","L","m","75.000000","N","h","100.000000","L","v","50.000000","L","m","75.000000","C ","m","75.000000","1","m","100.000000","1","m","75.000000","2","m","50.000000"
"470040","4","h","65.000000","2","h","60.000000","5","h","60.000000","5","h","60.000000","4","h","80.000000","VH","m","80.000000","VH","m","80.000000","VH","m","60.000000","VH","m","60.000000","M","m","100.000000","M","m","65.000000","N","m","100.000000","N","m","65.000000","3","m","60.000000","00","m","100.000000","V","m","65.000000","H","l","95.000000","H","m","65.000000","L","l","65.000000","L","m","80.000000","M ","h","65.000000","M ","h","65.000000","MC","h","60.000000","H","h","60.000000","M","h","85.000000","2 ","m","80.000000","D","m","100.000000","M","m","60.000000","L","h","100.000000","N","h","100.000000","L","m","80.000000","L","h","100.000000","C ","h","65.000000","1","h","100.000000","1","h","100.000000","3","h","60.000000"
